Name,Age,Gender,Email,Phone No.,Programming_Skills,Coding_Skills_Years,Job_Experience_NumCompanies,Previous_Salary,Desired_Salary,Projects,Internships,Education,Gap_Years,Shortlisting_class
Vrishti Gour,24,Female,vrishti.gour99@gmail.com,7352541464,9,14,2,4340676,4803681,11,1,B.E.,0,Shortlisted
Dakshesh Mann,52,Male,dakshesh.mann82@yahoo.com,8924047354,0,1,0,294326,471873,2,1,BCA,0,Rejected
Eesha Dayal,22,Female,eesha.dayal21@outlook.com,7836884271,9,6,4,3466322,4737587,15,4,M.Tech,0,Rejected
Nakul Ganesh,42,Male,nakul.ganesh5@gmail.com,8694169503,4,14,2,2611209,2997584,5,4,BSc Computer Science,0,Shortlisted
Tripti Arora,45,Female,tripti.arora83@yahoo.com,9278302928,3,1,2,251988,501768,3,1,BCA,1,Rejected
Ekavir Gokhale,54,Male,ekavir.gokhale74@gmail.com,6854641529,10,8,4,1838790,2162108,5,3,M.Tech,0,Shortlisted
Amruta Bath,44,Female,amruta.bath27@yahoo.com,9965533193,1,0,1,286708,399255,4,1,MCA,1,Rejected
Lila Dalal,52,Female,lila.dalal44@gmail.com,7798104856,2,0,2,916013,1267951,1,1,Diploma,3,Rejected
Radha Koshy,52,Female,radha.koshy71@gmail.com,9198716881,4,9,3,4439404,5201816,9,3,B.E.,0,Shortlisted
Bachittar Kata,24,Male,bachittar.kata85@yahoo.com,9474326654,0,3,2,612740,850672,4,0,BSc Computer Science,0,Rejected
Advik Mannan,34,Male,advik.mannan66@gmail.com,9974853526,2,1,2,799188,1518509,2,0,B.E.,2,Rejected
Urmi Chaudhuri,37,Female,urmi.chaudhuri16@yahoo.com,8642237400,2,0,1,430288,716370,3,1,B.E.,0,Rejected
Rajata Parikh,44,Female,rajata.parikh99@outlook.com,8196416065,0,0,1,895546,1275862,0,1,MSc,3,Shortlisted
Wishi Nigam,44,Female,wishi.nigam52@yahoo.com,6938166207,0,0,2,421891,747751,1,0,MSc,1,Rejected
Vincent Vaidya,50,Male,vincent.vaidya45@outlook.com,9241326397,2,2,1,513181,688257,3,0,B.E.,0,Rejected
Krishna Nanda,35,Female,krishna.nanda36@yahoo.com,7774144276,4,12,3,3721491,4236605,6,1,B.E.,1,Shortlisted
Hiral Bala,46,Female,hiral.bala29@gmail.com,7819416030,4,7,5,2200992,2866499,15,5,BSc Computer Science,1,Shortlisted
Luke Acharya,45,Male,luke.acharya2@yahoo.com,9814869869,4,6,4,1469726,1894144,8,1,B.E.,0,Shortlisted
Sudiksha Das,54,Female,sudiksha.das54@gmail.com,8922220439,0,1,0,256879,465608,0,0,BCA,3,Rejected
Janya Nayar,52,Female,janya.nayar96@outlook.com,9397145553,3,4,3,2283122,2987219,15,2,B.E.,0,Shortlisted
Dhriti Sankaran,49,Female,dhriti.sankaran5@outlook.com,7742402799,6,11,3,941875,1062881,6,3,M.Tech,0,Shortlisted
Qasim Taneja,32,Male,qasim.taneja57@gmail.com,7935779187,5,15,2,2168698,2931280,18,5,M.Tech,0,Shortlisted
Dominic Nair,25,Male,dominic.nair28@yahoo.com,8551345278,2,1,1,395230,659412,3,0,B.E.,3,Rejected
Teerth Sura,49,Male,teerth.sura24@outlook.com,8302241493,4,11,3,3268193,4544992,5,4,B.E.,0,Shortlisted
Widisha Behl,54,Female,widisha.behl29@outlook.com,7809947049,5,12,4,3798851,4863798,14,2,M.Tech,0,Shortlisted
Geetika Jani,45,Female,geetika.jani51@gmail.com,6608893098,4,5,2,4282695,5008431,20,3,B.E.,0,Shortlisted
Nikita Basu,52,Female,nikita.basu10@gmail.com,9216548452,3,3,2,43171,64435,0,1,M.Tech,3,Rejected
Aadi Nagi,46,Male,aadi.nagi73@gmail.com,8185837089,5,5,5,2867164,3873403,14,2,BSc Computer Science,0,Rejected
Chandresh Dara,22,Male,chandresh.dara84@outlook.com,8110667997,8,8,5,3281567,4125017,10,4,M.Tech,0,Shortlisted
Jairaj Ram,33,Male,jairaj.ram8@outlook.com,6364096782,10,8,4,880260,1067464,12,3,MCA,0,Shortlisted
Qarin Shere,44,Male,qarin.shere56@gmail.com,7847688113,0,1,1,424009,591074,3,1,MSc,2,Rejected
Chaman Kapoor,38,Female,chaman.kapoor43@gmail.com,9908559873,2,3,1,783403,1478866,0,0,BCA,2,Rejected
Ekaraj Gole,34,Male,ekaraj.gole49@yahoo.com,9449872759,9,15,2,4245974,5890782,15,4,M.Tech,0,Rejected
Sai Borra,30,Female,sai.borra51@yahoo.com,6802703392,5,12,5,1962244,2262245,12,1,B.E.,0,Rejected
Wahab Din,36,Male,wahab.din58@outlook.com,7294279140,1,3,2,260750,496351,2,1,BSc Computer Science,0,Rejected
Chasmum Dhar,54,Female,chasmum.dhar42@yahoo.com,9709481720,2,3,1,897186,1249957,1,1,MCA,2,Rejected
Henry Kapoor,49,Male,henry.kapoor96@yahoo.com,6699794586,7,15,4,3766264,4575011,17,1,B.E.,0,Shortlisted
Yatin Bhatnagar,28,Male,yatin.bhatnagar52@gmail.com,9477983576,10,15,4,3768826,4830805,14,5,B.E.,0,Shortlisted
Onkar Butala,36,Male,onkar.butala61@yahoo.com,8594229777,9,6,5,2902847,3887149,18,5,B.E.,0,Shortlisted
Lajita Mukherjee,38,Female,lajita.mukherjee72@outlook.com,8980406433,1,1,1,729067,1442818,3,0,Diploma,0,Rejected
Nirja Ganesh,43,Female,nirja.ganesh45@outlook.com,8991048168,0,3,2,367923,507644,3,1,BCA,3,Rejected
Balhaar Dhingra,30,Male,balhaar.dhingra66@gmail.com,8974188341,7,9,3,2346910,2864836,12,2,B.E.,0,Shortlisted
Hitesh Mand,22,Male,hitesh.mand39@outlook.com,8897482839,3,12,5,1423423,1684364,8,1,M.Tech,0,Shortlisted
Jalsa Kade,23,Female,jalsa.kade89@yahoo.com,8251353885,1,3,2,175613,316106,0,0,BSc Computer Science,0,Rejected
Eta Krishnamurthy,31,Female,eta.krishnamurthy2@outlook.com,7748205163,0,1,1,941359,1659628,4,0,BSc Computer Science,0,Rejected
Ati Bose,50,Female,ati.bose79@gmail.com,7252853685,4,6,4,1817543,2486061,15,2,M.Tech,0,Shortlisted
Samesh Krish,24,Male,samesh.krish40@yahoo.com,9993589748,9,11,4,3597130,4191118,18,1,M.Tech,0,Shortlisted
Matthew Gole,29,Male,matthew.gole22@gmail.com,9516304539,3,2,0,468743,756456,4,1,MSc,4,Rejected
Krishna Sastry,39,Female,krishna.sastry27@gmail.com,9104102471,8,8,5,2508700,3041330,8,1,B.E.,0,Shortlisted
Adya Mohan,27,Female,adya.mohan89@yahoo.com,9675867019,2,0,1,957454,1683302,2,0,MSc,3,Rejected
Gautami Choudhary,46,Female,gautami.choudhary91@outlook.com,6969894307,9,9,4,2379341,3256728,15,2,M.Tech,0,Shortlisted
Chandran Rajan,39,Male,chandran.rajan79@yahoo.com,8440098058,3,1,0,11043,15599,0,1,BSc Computer Science,1,Rejected
Maya Mandal,22,Female,maya.mandal7@yahoo.com,7141027839,7,14,2,1717521,2022494,6,4,MCA,0,Shortlisted
Om Soman,25,Male,om.soman84@gmail.com,6542075982,3,2,0,807581,1352563,3,0,MCA,0,Rejected
Aadhya Oza,49,Female,aadhya.oza59@gmail.com,6758598606,0,0,2,266823,379591,1,1,MSc,2,Rejected
Shivani Rai,43,Female,shivani.rai74@outlook.com,8346479207,3,0,0,326134,453456,1,1,MCA,0,Rejected
Waida Dash,45,Female,waida.dash10@yahoo.com,7452852345,2,3,2,534749,959332,4,1,M.Tech,0,Rejected
Arya Dani,32,Female,arya.dani27@yahoo.com,8209487453,0,1,1,372188,742441,1,1,Diploma,1,Rejected
Ishanvi Chadha,21,Female,ishanvi.chadha4@yahoo.com,8101720344,6,13,3,837481,1028314,15,5,B.E.,0,Shortlisted
Fiyaz Banik,30,Male,fiyaz.banik24@gmail.com,7980705394,3,4,2,2962635,3874315,8,3,B.E.,0,Shortlisted
Warjas Hegde,27,Male,warjas.hegde38@gmail.com,9102707579,6,11,3,3930921,4523690,19,5,M.Tech,0,Shortlisted
Aarna Krishnamurthy,28,Female,aarna.krishnamurthy82@gmail.com,8765228883,2,1,0,600114,871385,4,1,M.Tech,2,Rejected
Jagdish Raghavan,29,Male,jagdish.raghavan84@yahoo.com,9157428771,8,4,5,969982,1140721,16,1,B.E.,0,Shortlisted
Kalpit Sundaram,34,Male,kalpit.sundaram16@yahoo.com,6370512449,0,3,2,568154,797605,2,0,M.Tech,0,Rejected
Daksha Walia,33,Female,daksha.walia38@outlook.com,8461609360,5,14,3,2479045,3178070,13,2,B.E.,0,Shortlisted
Abhiram Krish,32,Male,abhiram.krish98@outlook.com,9701307384,10,14,2,2277462,2781765,20,4,M.Tech,0,Shortlisted
Vedika Chauhan,38,Female,vedika.chauhan45@outlook.com,8980576945,4,14,5,1863086,2432337,7,4,B.E.,0,Shortlisted
Krishna Sarin,39,Male,krishna.sarin64@outlook.com,7372837629,6,4,5,1348836,1728736,16,2,B.E.,0,Shortlisted
Kiaan Batta,21,Male,kiaan.batta99@outlook.com,6893484955,0,0,2,73086,105036,4,0,B.E.,2,Rejected
Amol Tara,41,Male,amol.tara69@gmail.com,9848791885,10,10,3,1527851,2046292,7,3,MCA,0,Shortlisted
Harita Grewal,40,Female,harita.grewal14@yahoo.com,6197576381,2,0,0,247124,326820,1,1,M.Tech,2,Rejected
Gaurangi Goda,24,Female,gaurangi.goda33@yahoo.com,8437097392,6,9,3,3520834,4648592,7,2,M.Tech,0,Shortlisted
Yatan Krishna,33,Male,yatan.krishna91@gmail.com,6321807602,10,6,5,4091512,5711671,13,1,B.E.,0,Shortlisted
Wishi Master,46,Female,wishi.master54@gmail.com,7717246833,1,3,2,227457,323070,3,0,Diploma,3,Rejected
Luke Salvi,22,Male,luke.salvi43@outlook.com,9153394148,3,3,0,549037,776306,0,1,BCA,0,Rejected
Jyoti Garde,24,Female,jyoti.garde56@yahoo.com,7992909041,10,13,5,1898206,2638324,16,1,M.Tech,0,Shortlisted
Jagdish Pillay,36,Male,jagdish.pillay66@outlook.com,8454647480,2,2,2,363906,589309,4,1,B.E.,2,Rejected
Lavanya Dutta,36,Female,lavanya.dutta91@gmail.com,8481045683,1,3,2,903940,1691842,2,1,BCA,1,Rejected
Jai Wable,27,Male,jai.wable11@yahoo.com,9360066633,5,10,5,1709917,2388582,6,4,M.Tech,0,Shortlisted
Tanvi Sha,23,Female,tanvi.sha29@yahoo.com,7575379834,3,11,2,2819690,3543958,11,5,MCA,0,Shortlisted
Kai Sood,42,Male,kai.sood4@gmail.com,8865687591,10,10,4,3366148,4122488,6,4,B.E.,1,Shortlisted
Yuvraj Buch,25,Male,yuvraj.buch51@outlook.com,7752831182,3,0,2,705192,965035,0,0,B.E.,2,Rejected
Xiti Seth,45,Female,xiti.seth31@outlook.com,7222884480,3,3,2,584081,801613,4,1,MSc,0,Rejected
Vedhika Krish,31,Female,vedhika.krish4@outlook.com,7162099551,1,2,0,331541,512939,0,1,M.Tech,1,Rejected
Sara Menon,53,Female,sara.menon66@yahoo.com,6619327775,7,13,4,2347823,2991753,19,2,M.Tech,0,Shortlisted
Gaurangi Kulkarni,26,Female,gaurangi.kulkarni42@gmail.com,8262403684,5,8,2,3112440,4067231,11,5,M.Tech,1,Shortlisted
Leena Devan,50,Female,leena.devan72@gmail.com,9378087350,5,15,4,3381861,4626031,10,4,M.Tech,0,Shortlisted
Devansh Zacharia,28,Male,devansh.zacharia8@yahoo.com,7694711135,9,5,3,3541903,4722525,20,3,M.Tech,0,Shortlisted
Prisha Badal,26,Female,prisha.badal47@yahoo.com,6695657766,0,0,0,537571,828707,4,0,MSc,2,Rejected
Chaitanya Saxena,38,Male,chaitanya.saxena9@outlook.com,9557916882,5,15,5,3313008,3903914,5,2,M.Tech,0,Shortlisted
Ishani Kumar,52,Female,ishani.kumar74@outlook.com,7118852501,0,0,0,658932,1259283,2,1,MCA,1,Rejected
Rajata Viswanathan,44,Female,rajata.viswanathan84@gmail.com,9912910673,3,5,4,4056270,4702937,17,2,BSc Computer Science,0,Shortlisted
Krish Pal,40,Male,krish.pal60@yahoo.com,8482238244,6,9,5,4092967,5600894,18,5,M.Tech,1,Shortlisted
Nitara Handa,24,Female,nitara.handa35@gmail.com,7144042215,0,1,2,712178,1001272,1,0,M.Tech,3,Rejected
Anay Saini,28,Male,anay.saini92@yahoo.com,7353441014,2,1,2,36182,50365,0,1,BCA,3,Rejected
Yuvraj Wagle,36,Male,yuvraj.wagle78@yahoo.com,9315518169,4,14,3,1217003,1510428,6,1,MCA,0,Shortlisted
Advaith Deep,40,Male,advaith.deep53@gmail.com,6398858791,4,11,2,2766693,3489174,20,4,BSc Computer Science,0,Shortlisted
Anthony Varughese,49,Male,anthony.varughese30@outlook.com,9709735365,9,5,2,2321266,2989735,7,4,M.Tech,0,Shortlisted
Omkaar Bhattacharyya,46,Male,omkaar.bhattacharyya15@gmail.com,7233523423,3,0,0,508334,664211,2,0,MSc,0,Rejected
Dalbir Nanda,30,Male,dalbir.nanda60@outlook.com,7117973017,1,3,2,146321,215360,2,1,M.Tech,2,Rejected
Harinakshi Nadkarni,39,Female,harinakshi.nadkarni82@yahoo.com,9810121109,2,3,1,136303,228779,0,1,M.Tech,0,Rejected
Yahvi Gopal,51,Female,yahvi.gopal24@outlook.com,7631488398,0,2,2,590989,1097701,2,1,Diploma,0,Rejected
Warhi Andra,32,Female,warhi.andra80@yahoo.com,7436366316,5,4,3,2856601,3862707,5,2,MCA,0,Shortlisted
Chavvi Bhagat,46,Female,chavvi.bhagat87@outlook.com,6121087933,5,10,5,2902221,4062310,8,2,B.E.,0,Shortlisted
Chaitaly Narayan,39,Female,chaitaly.narayan13@yahoo.com,9847238335,3,1,0,523187,1038832,3,1,Diploma,3,Rejected
Barkha Pandit,27,Female,barkha.pandit72@yahoo.com,9510574794,2,3,0,973081,1909889,3,1,M.Tech,0,Rejected
Nilima Varma,27,Female,nilima.varma59@gmail.com,7740942399,1,0,1,898591,1315435,3,0,B.E.,3,Rejected
Varenya Venkataraman,40,Female,varenya.venkataraman5@outlook.com,8449455940,3,1,1,651136,1101558,1,0,Diploma,4,Rejected
Oliver Varkey,47,Male,oliver.varkey45@yahoo.com,8445931298,8,6,5,904889,1051131,19,5,M.Tech,0,Shortlisted
Saumya Dutta,49,Female,saumya.dutta82@outlook.com,9116116178,6,15,3,3928097,5384815,12,5,M.Tech,0,Shortlisted
Garima Dugar,27,Female,garima.dugar26@gmail.com,9732856504,0,3,1,660808,1191388,4,0,Diploma,3,Rejected
Karan Kohli,54,Male,karan.kohli6@outlook.com,7497018132,2,3,1,850539,1080723,0,1,BSc Computer Science,4,Rejected
Ekantika Khatri,22,Female,ekantika.khatri97@gmail.com,9773049479,2,3,2,76537,142693,2,0,MCA,3,Rejected
Vasana Bobal,39,Female,vasana.bobal46@outlook.com,8574126595,1,3,0,984840,1185373,2,0,MSc,1,Rejected
Yuvraj Chander,53,Male,yuvraj.chander20@gmail.com,7796978584,1,0,2,556644,1096054,3,0,BSc Computer Science,1,Rejected
Chaitanya Gill,46,Male,chaitanya.gill42@outlook.com,6699293259,6,15,2,1581903,1924217,8,4,BSc Computer Science,0,Shortlisted
Arya Bhagat,48,Female,arya.bhagat9@outlook.com,6547140977,3,1,1,48178,67462,2,0,M.Tech,1,Rejected
Darpan Saran,22,Male,darpan.saran56@gmail.com,6440394819,7,5,3,2966076,3425930,17,2,B.E.,0,Shortlisted
Daksh Shankar,35,Male,daksh.shankar84@outlook.com,8854695391,1,3,2,316712,416857,1,0,MBA,4,Rejected
Odika Johal,39,Female,odika.johal84@yahoo.com,9237371818,8,12,2,2652350,3354787,17,4,B.E.,0,Shortlisted
Abhimanyu Dugar,28,Male,abhimanyu.dugar45@gmail.com,9965763982,2,1,1,662748,1195531,4,0,BCA,3,Rejected
Bhavna Ramachandran,33,Female,bhavna.ramachandran87@outlook.com,7341137888,10,4,2,983497,1323800,9,4,M.Tech,0,Shortlisted
Tanmayi Soman,28,Female,tanmayi.soman46@gmail.com,9507545587,2,0,1,861674,1070946,4,1,BSc Computer Science,1,Rejected
Ekiya Hayer,32,Female,ekiya.hayer63@gmail.com,8416288238,2,2,1,273197,364169,0,1,B.E.,2,Rejected
Mitesh Golla,29,Male,mitesh.golla89@gmail.com,6480580529,9,14,5,2872526,3397278,20,3,M.Tech,0,Shortlisted
Yochana Divan,28,Female,yochana.divan16@gmail.com,8672855689,9,7,5,966567,1297150,7,4,M.Tech,0,Shortlisted
Zarna Misra,39,Female,zarna.misra73@yahoo.com,9578339392,8,11,4,1652148,2005136,9,4,M.Tech,0,Shortlisted
Rayaan Ram,32,Male,rayaan.ram40@gmail.com,7396118219,4,5,2,3057198,4240318,5,1,M.Tech,0,Shortlisted
Shaurya Hari,30,Male,shaurya.hari16@gmail.com,7647185972,0,3,0,29536,55223,0,1,MBA,1,Rejected
Leela Sathe,53,Female,leela.sathe58@outlook.com,6916123088,3,1,1,68707,82754,4,1,MBA,0,Rejected
Dalaja Balakrishnan,53,Female,dalaja.balakrishnan56@yahoo.com,7896163423,9,8,5,4380384,4846389,12,2,MCA,0,Shortlisted
Harrison Wagle,51,Male,harrison.wagle39@gmail.com,8764378847,9,5,4,4423498,4910276,10,1,BSc Computer Science,1,Shortlisted
Keya Bera,35,Female,keya.bera64@gmail.com,7766621453,0,0,0,65643,84884,2,0,MBA,2,Rejected
Odika Raval,52,Female,odika.raval52@yahoo.com,6508663024,0,3,0,640591,857945,4,1,BSc Computer Science,2,Rejected
Ekanta Kanda,33,Female,ekanta.kanda24@outlook.com,7257816288,4,6,3,3848372,4779506,9,1,B.E.,0,Shortlisted
Keya Parikh,46,Female,keya.parikh19@outlook.com,6875397819,1,1,1,732923,1143012,1,0,BSc Computer Science,1,Rejected
Imaran Rattan,53,Male,imaran.rattan85@gmail.com,7900380910,3,3,0,577482,1032513,4,0,MCA,2,Rejected
Yashasvi Chandran,38,Female,yashasvi.chandran40@outlook.com,6510330154,3,0,0,914477,1563058,2,1,MBA,2,Rejected
Kiaan Sethi,40,Male,kiaan.sethi23@yahoo.com,8901579343,2,0,2,288455,481068,2,1,Diploma,3,Rejected
Rajata Sarkar,29,Female,rajata.sarkar10@yahoo.com,8839214662,4,12,2,2737112,3423778,20,5,B.E.,0,Shortlisted
Ayaan Gala,23,Male,ayaan.gala33@outlook.com,6903062751,1,3,0,729105,907615,2,1,BSc Computer Science,1,Rejected
Charles Vora,50,Male,charles.vora83@gmail.com,9294904762,10,9,5,2014626,2409478,5,4,BSc Computer Science,0,Shortlisted
Rushil Bhatt,53,Male,rushil.bhatt94@outlook.com,9153026798,5,15,3,1763881,2270086,19,3,M.Tech,0,Rejected
Parth Raman,46,Male,parth.raman73@outlook.com,9965151689,3,2,1,712976,1322367,2,1,M.Tech,3,Rejected
Yamini Goda,26,Female,yamini.goda90@gmail.com,7562772184,2,2,2,903579,1321296,4,1,M.Tech,3,Shortlisted
Jonathan Kurian,35,Male,jonathan.kurian93@outlook.com,9884842917,4,6,4,4247890,5645248,13,5,BSc Computer Science,0,Shortlisted
Oni Comar,53,Female,oni.comar82@gmail.com,6142755902,5,8,5,1117898,1472879,14,5,B.E.,0,Shortlisted
Liam Samra,37,Male,liam.samra80@yahoo.com,7790918112,2,3,0,428058,784317,0,1,M.Tech,0,Rejected
Avni Chaudry,40,Female,avni.chaudry75@gmail.com,7341903905,5,6,5,2231700,2523406,8,4,BSc Computer Science,0,Shortlisted
Ekiya Sarma,43,Female,ekiya.sarma5@gmail.com,7730620511,8,15,3,4366587,5590914,11,4,B.E.,0,Shortlisted
Sanya Sunder,36,Female,sanya.sunder1@outlook.com,9376611817,2,1,2,358406,620745,3,1,MCA,1,Rejected
Mekhala Dutt,44,Female,mekhala.dutt61@yahoo.com,7964610614,4,6,4,4345795,6071302,19,4,M.Tech,1,Shortlisted
Ria Comar,21,Female,ria.comar36@outlook.com,7855424357,0,0,2,650917,781750,0,1,Diploma,0,Rejected
Daniel Krishna,43,Male,daniel.krishna40@gmail.com,6364593270,1,2,0,339139,587103,0,1,MSc,2,Rejected
Daksh Madan,49,Male,daksh.madan38@gmail.com,8766975529,5,5,4,2515426,2979854,17,3,BSc Computer Science,0,Shortlisted
Manbir Seth,22,Male,manbir.seth35@yahoo.com,9171279768,10,15,5,3228661,3710772,10,3,B.E.,0,Shortlisted
Finn Rastogi,34,Male,finn.rastogi17@yahoo.com,9551587825,0,0,0,153028,210667,1,0,MBA,4,Rejected
Avni Venkataraman,22,Female,avni.venkataraman1@gmail.com,6596178580,8,13,3,4480473,5598494,5,1,M.Tech,0,Shortlisted
Kashish Mannan,22,Female,kashish.mannan11@gmail.com,9175630138,3,3,1,108884,153843,3,1,MSc,2,Rejected
Upadhriti Kurian,40,Female,upadhriti.kurian97@outlook.com,9675510593,10,12,4,2020844,2227147,16,5,M.Tech,0,Shortlisted
Jeremiah Bhattacharyya,31,Male,jeremiah.bhattacharyya28@outlook.com,9364318715,1,3,0,471480,688192,1,1,Diploma,2,Rejected
Kamala Dara,51,Female,kamala.dara29@gmail.com,9577030930,7,11,2,2111130,2856434,16,3,BSc Computer Science,1,Shortlisted
Yashoda Bora,24,Female,yashoda.bora50@gmail.com,9209442843,3,3,2,271440,521856,2,0,MBA,3,Rejected
Barkha Misra,36,Female,barkha.misra80@outlook.com,7152245039,1,0,1,528063,973158,2,1,BCA,3,Rejected
Diya Bhatia,42,Female,diya.bhatia66@yahoo.com,9653328558,8,13,2,3677188,4370719,19,5,B.E.,0,Shortlisted
Vansha Char,45,Female,vansha.char73@outlook.com,7540350672,7,14,3,1507243,1917509,19,1,B.E.,0,Rejected
Aadhya Gulati,38,Female,aadhya.gulati64@yahoo.com,9481820631,2,1,1,955311,1186332,1,0,MSc,0,Rejected
Zinal Nayar,50,Female,zinal.nayar32@gmail.com,6933725830,5,13,5,915262,1143719,6,4,B.E.,0,Shortlisted
Gautam Chander,27,Male,gautam.chander95@yahoo.com,9537207083,1,0,0,209124,256955,0,1,MBA,4,Rejected
Zansi Sarma,37,Female,zansi.sarma84@yahoo.com,8818747286,8,7,2,2798220,3190662,10,2,B.E.,0,Shortlisted
Timothy Maharaj,21,Male,timothy.maharaj92@yahoo.com,7513607083,7,6,4,1508226,1846861,19,2,MCA,1,Shortlisted
Aahana Sridhar,42,Female,aahana.sridhar63@yahoo.com,8101481649,0,3,1,22349,33757,2,0,MSc,0,Rejected
Imaran Narasimhan,21,Male,imaran.narasimhan95@outlook.com,8814831133,2,3,1,457440,734140,2,1,Diploma,4,Rejected
Pooja Srivastava,24,Female,pooja.srivastava66@gmail.com,8690694374,9,12,3,3709506,4474223,10,5,B.E.,0,Shortlisted
Aarush Batta,28,Male,aarush.batta52@yahoo.com,9419418651,7,13,5,931620,1117028,11,1,M.Tech,0,Shortlisted
Om Korpal,52,Male,om.korpal39@gmail.com,6377664889,3,3,1,517301,1023923,2,0,MSc,3,Rejected
Hitesh Kar,35,Male,hitesh.kar90@yahoo.com,6724149227,0,2,0,398880,687754,3,0,BCA,2,Shortlisted
Yachana Garde,21,Female,yachana.garde6@outlook.com,8273270258,2,0,0,988380,1721010,4,1,B.E.,0,Rejected
Dev Bhatti,23,Male,dev.bhatti7@outlook.com,8548577911,1,1,1,907773,1503716,4,0,BSc Computer Science,2,Rejected
Ekansh Kari,31,Male,ekansh.kari98@gmail.com,9848264649,6,12,3,2749325,3082969,14,3,B.E.,0,Shortlisted
Avni Nanda,40,Female,avni.nanda49@yahoo.com,7746662905,10,14,2,2907289,3809231,13,4,B.E.,0,Shortlisted
Upasna Pal,37,Female,upasna.pal71@gmail.com,9270716988,8,12,2,3973355,5470723,15,4,M.Tech,0,Shortlisted
Qarin Pant,21,Male,qarin.pant68@outlook.com,7433888595,7,13,4,1781788,2399746,10,2,M.Tech,0,Shortlisted
Qushi Butala,42,Female,qushi.butala55@gmail.com,6887040473,1,3,0,412429,510754,4,0,MSc,0,Rejected
Aditya Kala,54,Male,aditya.kala85@outlook.com,9742366226,9,9,3,3744883,5126698,15,3,BSc Computer Science,0,Shortlisted
Neel Dey,24,Male,neel.dey19@gmail.com,7189395500,0,0,2,673506,988597,0,1,MBA,1,Rejected
Maanas Ravi,38,Male,maanas.ravi46@yahoo.com,9185215050,2,3,2,899832,1460295,0,1,Diploma,3,Rejected
Libni Atwal,36,Female,libni.atwal32@yahoo.com,7236244822,8,4,5,1497045,1658306,16,2,B.E.,0,Shortlisted
Aarav Dewan,47,Male,aarav.dewan24@yahoo.com,6310307997,3,5,4,3448753,4300977,5,4,B.E.,0,Shortlisted
Vincent Bala,33,Male,vincent.bala84@yahoo.com,6700239155,3,1,0,173194,335759,3,1,MCA,2,Rejected
Megha Tak,21,Female,megha.tak21@yahoo.com,8286870262,1,3,2,917044,1273835,2,0,MBA,4,Shortlisted
Mitesh Saraf,51,Male,mitesh.saraf39@yahoo.com,8952652935,8,10,4,1817433,2510258,13,4,BSc Computer Science,0,Shortlisted
Balendra Char,43,Male,balendra.char28@yahoo.com,9299224249,4,11,4,1958255,2543448,18,3,B.E.,0,Shortlisted
Shivansh Boase,50,Male,shivansh.boase99@yahoo.com,6901125450,8,8,5,1274157,1672917,15,2,BSc Computer Science,0,Shortlisted
Deepa Bahri,43,Female,deepa.bahri33@outlook.com,8673711291,9,9,3,4153747,5444442,18,4,BSc Computer Science,0,Shortlisted
Anjali Raja,38,Female,anjali.raja30@gmail.com,7138470570,0,1,0,767465,1444657,0,1,MCA,1,Rejected
Bhanumati Choudhary,37,Female,bhanumati.choudhary7@yahoo.com,8127202551,3,1,1,929500,1832373,3,1,MCA,0,Rejected
Banjeet Parmer,42,Male,banjeet.parmer72@yahoo.com,7107733674,6,13,5,1986568,2328879,16,3,B.E.,1,Shortlisted
Mahika Kala,26,Female,mahika.kala22@gmail.com,7469647499,4,13,2,1031894,1348242,12,4,M.Tech,0,Shortlisted
Maanas Manne,54,Male,maanas.manne33@yahoo.com,8500179366,3,1,2,940439,1337508,3,0,BSc Computer Science,2,Rejected
Isha Mani,34,Female,isha.mani50@yahoo.com,6654892837,3,5,5,3640115,4412147,20,5,B.E.,0,Shortlisted
Oni Varkey,39,Female,oni.varkey94@gmail.com,8945001284,1,3,1,192818,317497,4,0,B.E.,0,Rejected
Libni Pillay,53,Female,libni.pillay83@yahoo.com,9179091205,7,5,2,1034374,1405656,15,1,B.E.,0,Shortlisted
Zayan Bhatnagar,41,Male,zayan.bhatnagar65@outlook.com,7841404558,10,10,3,3101091,3825411,9,1,B.E.,0,Shortlisted
Chaitanya Dubey,27,Male,chaitanya.dubey85@gmail.com,9897657973,0,3,0,976752,1410612,2,1,MBA,4,Rejected
Faqid Thakur,28,Male,faqid.thakur28@outlook.com,6558954390,10,9,2,1873318,2086032,5,3,B.E.,0,Shortlisted
Ayaan Vohra,23,Male,ayaan.vohra27@outlook.com,7115772525,2,3,2,818304,1524162,0,0,BSc Computer Science,4,Rejected
Ojas Oommen,52,Male,ojas.oommen47@outlook.com,6546813087,0,3,1,476409,776047,0,1,MSc,1,Rejected
Arjun Subramaniam,50,Male,arjun.subramaniam22@yahoo.com,6502775494,3,13,4,2900469,3279240,10,1,M.Tech,0,Shortlisted
Gayathri Mittal,28,Female,gayathri.mittal50@outlook.com,7476152645,0,1,1,545808,898011,0,0,Diploma,1,Rejected
Amrita Mallick,39,Female,amrita.mallick70@yahoo.com,6159972991,1,3,2,101407,187320,0,0,MCA,0,Rejected
Kamala Varma,21,Female,kamala.varma68@outlook.com,7869382096,0,1,0,830628,1250272,3,0,B.E.,3,Rejected
Kritika Verma,44,Female,kritika.verma87@outlook.com,6498837030,2,2,0,222220,313358,0,0,M.Tech,0,Rejected
